ID,Year,LocationAbbr,Topic,Response,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Stratification,StratificationType,IndicatorId,LocationOrder,ParentStateDisplayOrder
3245471.0,2018.0,MD,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,30.9,,,29.8,32.1,5122.0,Overall,Overall,_BMI5CAT,23.0,23.0
3245497.0,2018.0,MD,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.6,,,34.4,36.7,5930.0,Overall,Overall,_BMI5CAT,23.0,23.0
3245523.0,2018.0,MD,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,31.7,,,30.6,32.9,4760.0,Overall,Overall,_BMI5CAT,23.0,23.0
3245732.0,2018.0,MD,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,1.4,2.2,217.0,Overall,Overall,_BMI5CAT,23.0,23.0
3249582.0,2018.0,MA,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,25.7,,,24.2,27.1,1546.0,Overall,Overall,_BMI5CAT,24.0,24.0
3249608.0,2018.0,MA,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.0,,,34.4,37.5,2250.0,Overall,Overall,_BMI5CAT,24.0,24.0
3249634.0,2018.0,MA,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,36.4,,,34.7,38.0,2172.0,Overall,Overall,_BMI5CAT,24.0,24.0
3249660.0,2018.0,MA,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.0,,,1.5,2.4,124.0,Overall,Overall,_BMI5CAT,24.0,24.0
3253656.0,2018.0,MI,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,33.0,,,31.8,34.2,3128.0,Overall,Overall,_BMI5CAT,25.0,25.0
3254216.0,2018.0,MI,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.5,,,33.3,35.7,3425.0,Overall,Overall,_BMI5CAT,25.0,25.0
3254242.0,2018.0,MI,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.7,,,29.5,31.9,2879.0,Overall,Overall,_BMI5CAT,25.0,25.0
3254268.0,2018.0,MI,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,1.4,2.2,157.0,Overall,Overall,_BMI5CAT,25.0,25.0
3258389.0,2018.0,MN,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,30.1,,,29.2,30.9,4788.0,Overall,Overall,_BMI5CAT,26.0,26.0
3258415.0,2018.0,MN,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.7,,,34.8,36.6,5782.0,Overall,Overall,_BMI5CAT,26.0,26.0
3258441.0,2018.0,MN,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,32.5,,,31.6,33.4,4851.0,Overall,Overall,_BMI5CAT,26.0,26.0
3257582.0,2018.0,MN,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.7,,,1.4,2.0,210.0,Overall,Overall,_BMI5CAT,26.0,26.0
3262246.0,2018.0,MS,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,39.5,,,37.8,41.2,2225.0,Overall,Overall,_BMI5CAT,27.0,27.0
3262272.0,2018.0,MS,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,33.8,,,32.2,35.5,1871.0,Overall,Overall,_BMI5CAT,27.0,27.0
3262298.0,2018.0,MS,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,25.0,,,23.3,26.6,1292.0,Overall,Overall,_BMI5CAT,27.0,27.0
3262324.0,2018.0,MS,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.7,,,1.2,2.3,89.0,Overall,Overall,_BMI5CAT,27.0,27.0
3266452.0,2018.0,MO,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,35.0,,,33.3,36.8,1960.0,Overall,Overall,_BMI5CAT,28.0,28.0
3265825.0,2018.0,MO,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,31.9,,,30.1,33.6,1978.0,Overall,Overall,_BMI5CAT,28.0,28.0
3265851.0,2018.0,MO,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,31.4,,,29.6,33.2,1760.0,Overall,Overall,_BMI5CAT,28.0,28.0
3265877.0,2018.0,MO,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.7,,,1.2,2.2,104.0,Overall,Overall,_BMI5CAT,28.0,28.0
3270411.0,2018.0,MT,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,26.9,,,25.2,28.5,1485.0,Overall,Overall,_BMI5CAT,29.0,29.0
3270437.0,2018.0,MT,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.4,,,34.5,38.2,1761.0,Overall,Overall,_BMI5CAT,29.0,29.0
3270637.0,2018.0,MT,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,34.7,,,32.8,36.5,1467.0,Overall,Overall,_BMI5CAT,29.0,29.0
3270663.0,2018.0,MT,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.1,,,1.5,2.8,91.0,Overall,Overall,_BMI5CAT,29.0,29.0
3274672.0,2018.0,NE,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,34.1,,,32.9,35.3,4918.0,Overall,Overall,_BMI5CAT,30.0,30.0
3274698.0,2018.0,NE,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.8,,,33.6,36.0,4930.0,Overall,Overall,_BMI5CAT,30.0,30.0
3274724.0,2018.0,NE,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,29.9,,,28.7,31.1,3659.0,Overall,Overall,_BMI5CAT,30.0,30.0
3274750.0,2018.0,NE,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.2,,,0.9,1.6,162.0,Overall,Overall,_BMI5CAT,30.0,30.0
3278836.0,2018.0,NV,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,29.5,,,27.1,31.9,864.0,Overall,Overall,_BMI5CAT,31.0,31.0
3278470.0,2018.0,NV,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,38.2,,,35.5,40.8,1113.0,Overall,Overall,_BMI5CAT,31.0,31.0
3278496.0,2018.0,NV,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.3,,,27.9,32.8,971.0,Overall,Overall,_BMI5CAT,31.0,31.0
3278522.0,2018.0,NV,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.0,,,1.2,2.8,57.0,Overall,Overall,_BMI5CAT,31.0,31.0
3283157.0,2018.0,NH,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,29.6,,,27.8,31.4,1532.0,Overall,Overall,_BMI5CAT,32.0,32.0
3283183.0,2018.0,NH,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.4,,,33.6,37.2,1913.0,Overall,Overall,_BMI5CAT,32.0,32.0
3283209.0,2018.0,NH,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,33.6,,,31.8,35.5,1724.0,Overall,Overall,_BMI5CAT,32.0,32.0
3283235.0,2018.0,NH,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.4,,,0.9,1.9,66.0,Overall,Overall,_BMI5CAT,32.0,32.0
3287329.0,2018.0,NJ,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,25.7,,,23.2,28.1,786.0,Overall,Overall,_BMI5CAT,33.0,33.0
3287355.0,2018.0,NJ,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.7,,,33.7,39.6,1037.0,Overall,Overall,_BMI5CAT,33.0,33.0
3286541.0,2018.0,NJ,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,35.6,,,32.6,38.6,899.0,Overall,Overall,_BMI5CAT,33.0,33.0
3286567.0,2018.0,NJ,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.1,,,1.2,3.0,45.0,Overall,Overall,_BMI5CAT,33.0,33.0
3290575.0,2018.0,NM,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,32.3,,,30.7,34.0,1917.0,Overall,Overall,_BMI5CAT,34.0,34.0
3290601.0,2018.0,NM,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.9,,,33.2,36.6,2249.0,Overall,Overall,_BMI5CAT,34.0,34.0
3290627.0,2018.0,NM,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.5,,,28.8,32.1,1965.0,Overall,Overall,_BMI5CAT,34.0,34.0
3291239.0,2018.0,NM,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.3,,,1.8,2.8,138.0,Overall,Overall,_BMI5CAT,34.0,34.0
3294896.0,2018.0,NY,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,27.6,,,26.7,28.5,9963.0,Overall,Overall,_BMI5CAT,35.0,35.0
3294922.0,2018.0,NY,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.1,,,34.1,36.1,11317.0,Overall,Overall,_BMI5CAT,35.0,35.0
3294568.0,2018.0,NY,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,34.9,,,33.9,35.9,10171.0,Overall,Overall,_BMI5CAT,35.0,35.0
3294594.0,2018.0,NY,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.4,,,2.1,2.7,625.0,Overall,Overall,_BMI5CAT,35.0,35.0
3299342.0,2018.0,NC,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,33.0,,,31.2,34.8,1407.0,Overall,Overall,_BMI5CAT,36.0,36.0
3299368.0,2018.0,NC,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.1,,,33.3,36.9,1540.0,Overall,Overall,_BMI5CAT,36.0,36.0
3298710.0,2018.0,NC,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,29.9,,,28.1,31.6,1267.0,Overall,Overall,_BMI5CAT,36.0,36.0
3298736.0,2018.0,NC,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.1,,,1.6,2.7,80.0,Overall,Overall,_BMI5CAT,36.0,36.0
3303276.0,2018.0,ND,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,35.1,,,33.2,37.0,1829.0,Overall,Overall,_BMI5CAT,37.0,37.0
3302952.0,2018.0,ND,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.9,,,34.1,37.8,1959.0,Overall,Overall,_BMI5CAT,37.0,37.0
3302978.0,2018.0,ND,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,27.9,,,26.1,29.7,1380.0,Overall,Overall,_BMI5CAT,37.0,37.0
3303004.0,2018.0,ND,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.1,,,0.7,1.5,56.0,Overall,Overall,_BMI5CAT,37.0,37.0
3307012.0,2018.0,OH,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,34.0,,,32.7,35.3,4272.0,Overall,Overall,_BMI5CAT,38.0,38.0
3307038.0,2018.0,OH,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.4,,,33.1,35.7,4222.0,Overall,Overall,_BMI5CAT,38.0,38.0
3307241.0,2018.0,OH,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.0,,,28.7,31.3,3220.0,Overall,Overall,_BMI5CAT,38.0,38.0
3307267.0,2018.0,OH,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.6,,,1.3,1.9,193.0,Overall,Overall,_BMI5CAT,38.0,38.0
3311422.0,2018.0,OK,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,34.8,,,33.1,36.6,1705.0,Overall,Overall,_BMI5CAT,39.0,39.0
3311448.0,2018.0,OK,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.8,,,33.1,36.5,1706.0,Overall,Overall,_BMI5CAT,39.0,39.0
3311135.0,2018.0,OK,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,28.3,,,26.6,30.0,1358.0,Overall,Overall,_BMI5CAT,39.0,39.0
3311479.0,2018.0,OK,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.1,,,1.5,2.6,86.0,Overall,Overall,_BMI5CAT,39.0,39.0
3315660.0,2018.0,OR,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,29.9,,,28.4,31.4,1664.0,Overall,Overall,_BMI5CAT,40.0,40.0
3315686.0,2018.0,OR,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.2,,,32.6,35.7,1890.0,Overall,Overall,_BMI5CAT,40.0,40.0
3315864.0,2018.0,OR,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,33.9,,,32.4,35.5,1823.0,Overall,Overall,_BMI5CAT,40.0,40.0
3315890.0,2018.0,OR,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.0,,,1.5,2.5,94.0,Overall,Overall,_BMI5CAT,40.0,40.0
3319522.0,2018.0,PA,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,30.9,,,29.4,32.5,1833.0,Overall,Overall,_BMI5CAT,41.0,41.0
3320118.0,2018.0,PA,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.0,,,33.4,36.6,2077.0,Overall,Overall,_BMI5CAT,41.0,41.0
3320144.0,2018.0,PA,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,32.3,,,30.6,34.0,1764.0,Overall,Overall,_BMI5CAT,41.0,41.0
3320170.0,2018.0,PA,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,1.3,2.3,80.0,Overall,Overall,_BMI5CAT,41.0,41.0
3323978.0,2018.0,RI,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,27.7,,,26.0,29.5,1447.0,Overall,Overall,_BMI5CAT,42.0,42.0
3324087.0,2018.0,RI,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.9,,,35.0,38.8,1947.0,Overall,Overall,_BMI5CAT,42.0,42.0
3324113.0,2018.0,RI,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,33.4,,,31.4,35.4,1659.0,Overall,Overall,_BMI5CAT,42.0,42.0
3324139.0,2018.0,RI,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.0,,,1.4,2.6,88.0,Overall,Overall,_BMI5CAT,42.0,42.0
3327878.0,2018.0,SC,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,34.3,,,33.0,35.6,3542.0,Overall,Overall,_BMI5CAT,43.0,43.0
3327904.0,2018.0,SC,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.4,,,34.0,36.7,3628.0,Overall,Overall,_BMI5CAT,43.0,43.0
3327930.0,2018.0,SC,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,28.4,,,27.1,29.8,2742.0,Overall,Overall,_BMI5CAT,43.0,43.0
3327956.0,2018.0,SC,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.9,,,1.5,2.3,170.0,Overall,Overall,_BMI5CAT,43.0,43.0
3331571.0,2018.0,SD,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,30.1,,,28.0,32.1,2234.0,Overall,Overall,_BMI5CAT,44.0,44.0
3331597.0,2018.0,SD,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,37.8,,,35.6,40.0,2483.0,Overall,Overall,_BMI5CAT,44.0,44.0
3331623.0,2018.0,SD,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.4,,,28.2,32.7,1825.0,Overall,Overall,_BMI5CAT,44.0,44.0
3331971.0,2018.0,SD,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.7,,,1.0,2.5,88.0,Overall,Overall,_BMI5CAT,44.0,44.0
3336300.0,2018.0,TN,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,34.4,,,32.5,36.3,1680.0,Overall,Overall,_BMI5CAT,45.0,45.0
3336326.0,2018.0,TN,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,33.5,,,31.6,35.4,1609.0,Overall,Overall,_BMI5CAT,45.0,45.0
3336352.0,2018.0,TN,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.6,,,28.7,32.5,1395.0,Overall,Overall,_BMI5CAT,45.0,45.0
3335549.0,2018.0,TN,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.6,,,1.1,2.1,72.0,Overall,Overall,_BMI5CAT,45.0,45.0
3340098.0,2018.0,TX,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,34.8,,,32.8,36.8,3465.0,Overall,Overall,_BMI5CAT,46.0,46.0
3340124.0,2018.0,TX,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.8,,,32.8,36.8,3469.0,Overall,Overall,_BMI5CAT,46.0,46.0
3340150.0,2018.0,TX,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,29.2,,,27.4,31.1,3056.0,Overall,Overall,_BMI5CAT,46.0,46.0
3340176.0,2018.0,TX,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.2,,,0.9,1.6,197.0,Overall,Overall,_BMI5CAT,46.0,46.0
3344355.0,2018.0,UT,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,27.8,,,26.7,28.9,2866.0,Overall,Overall,_BMI5CAT,47.0,47.0
3344381.0,2018.0,UT,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.3,,,33.2,35.5,3419.0,Overall,Overall,_BMI5CAT,47.0,47.0
3344407.0,2018.0,UT,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,35.7,,,34.5,36.9,3266.0,Overall,Overall,_BMI5CAT,47.0,47.0
3343887.0,2018.0,UT,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.2,,,1.8,2.7,176.0,Overall,Overall,_BMI5CAT,47.0,47.0
3348365.0,2018.0,VT,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,27.5,,,25.9,29.2,1642.0,Overall,Overall,_BMI5CAT,48.0,48.0
3348391.0,2018.0,VT,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,33.6,,,31.9,35.3,2125.0,Overall,Overall,_BMI5CAT,48.0,48.0
3348417.0,2018.0,VT,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,37.4,,,35.5,39.2,2173.0,Overall,Overall,_BMI5CAT,48.0,48.0
3348443.0,2018.0,VT,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.5,,,1.0,2.0,81.0,Overall,Overall,_BMI5CAT,48.0,48.0
3352424.0,2018.0,VA,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,30.4,,,29.1,31.6,3051.0,Overall,Overall,_BMI5CAT,49.0,49.0
3352450.0,2018.0,VA,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.9,,,34.5,37.3,3430.0,Overall,Overall,_BMI5CAT,49.0,49.0
3352098.0,2018.0,VA,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,31.9,,,30.5,33.3,2894.0,Overall,Overall,_BMI5CAT,49.0,49.0
3352469.0,2018.0,VA,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,1.3,2.3,142.0,Overall,Overall,_BMI5CAT,49.0,49.0
3356650.0,2018.0,WA,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,28.7,,,27.6,29.7,3486.0,Overall,Overall,_BMI5CAT,50.0,50.0
3356676.0,2018.0,WA,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.7,,,33.5,35.9,4287.0,Overall,Overall,_BMI5CAT,50.0,50.0
3356702.0,2018.0,WA,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,34.7,,,33.5,35.9,3906.0,Overall,Overall,_BMI5CAT,50.0,50.0
3356483.0,2018.0,WA,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.9,,,1.5,2.3,185.0,Overall,Overall,_BMI5CAT,50.0,50.0
3360509.0,2018.0,WV,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,39.5,,,37.8,41.3,1797.0,Overall,Overall,_BMI5CAT,51.0,51.0
3360535.0,2018.0,WV,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,32.5,,,30.8,34.2,1570.0,Overall,Overall,_BMI5CAT,51.0,51.0
3361187.0,2018.0,WV,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,26.3,,,24.7,27.9,1184.0,Overall,Overall,_BMI5CAT,51.0,51.0
3361213.0,2018.0,WV,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.7,,,1.2,2.2,71.0,Overall,Overall,_BMI5CAT,51.0,51.0
3364519.0,2018.0,WI,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,32.0,,,30.2,33.8,1552.0,Overall,Overall,_BMI5CAT,52.0,52.0
3365078.0,2018.0,WI,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.1,,,34.3,38.0,1666.0,Overall,Overall,_BMI5CAT,52.0,52.0
3365104.0,2018.0,WI,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.1,,,28.2,31.9,1310.0,Overall,Overall,_BMI5CAT,52.0,52.0
3365130.0,2018.0,WI,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,1.2,2.5,57.0,Overall,Overall,_BMI5CAT,52.0,52.0
3368465.0,2018.0,WY,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,29.0,,,27.3,30.8,1212.0,Overall,Overall,_BMI5CAT,53.0,53.0
3368491.0,2018.0,WY,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,35.3,,,33.5,37.2,1539.0,Overall,Overall,_BMI5CAT,53.0,53.0
3368517.0,2018.0,WY,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,34.0,,,32.2,35.9,1349.0,Overall,Overall,_BMI5CAT,53.0,53.0
3368692.0,2018.0,WY,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.6,,,1.2,2.1,75.0,Overall,Overall,_BMI5CAT,53.0,53.0
3373028.0,2018.0,GU,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,29.8,,,26.5,33.2,453.0,Overall,Overall,_BMI5CAT,56.0,56.0
3372557.0,2018.0,GU,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,32.4,,,29.1,35.7,501.0,Overall,Overall,_BMI5CAT,56.0,56.0
3372583.0,2018.0,GU,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,35.7,,,32.1,39.2,524.0,Overall,Overall,_BMI5CAT,56.0,56.0
3372609.0,2018.0,GU,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.1,,,1.1,3.0,37.0,Overall,Overall,_BMI5CAT,56.0,56.0
3376875.0,2018.0,PR,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,32.9,,,31.2,34.6,1511.0,Overall,Overall,_BMI5CAT,60.0,60.0
3376901.0,2018.0,PR,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.9,,,35.1,38.6,1738.0,Overall,Overall,_BMI5CAT,60.0,60.0
3377294.0,2018.0,PR,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,27.9,,,26.3,29.5,1293.0,Overall,Overall,_BMI5CAT,60.0,60.0
3377320.0,2018.0,PR,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.4,,,1.7,3.0,95.0,Overall,Overall,_BMI5CAT,60.0,60.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3649073.0,2019.0,US,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,32.4,,,,,52.0,Overall,Overall,_BMI5CAT,1.0,1.0
3649074.0,2019.0,US,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.6,,,,,52.0,Overall,Overall,_BMI5CAT,1.0,1.0
3649075.0,2019.0,US,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.5,,,,,52.0,Overall,Overall,_BMI5CAT,1.0,1.0
3649076.0,2019.0,US,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,,,52.0,Overall,Overall,_BMI5CAT,1.0,1.0
3648902.0,2019.0,UW,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,32.1,,,,,50.0,Overall,Overall,_BMI5CAT,2.0,2.0
3648903.0,2019.0,UW,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.6,,,,,50.0,Overall,Overall,_BMI5CAT,2.0,2.0
3648904.0,2019.0,UW,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,30.7,,,,,50.0,Overall,Overall,_BMI5CAT,2.0,2.0
3648905.0,2019.0,UW,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.8,,,,,50.0,Overall,Overall,_BMI5CAT,2.0,2.0
3429629.0,2019.0,AL,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,36.1,,,34.6,37.7,2338.0,Overall,Overall,_BMI5CAT,3.0,3.0
3429655.0,2019.0,AL,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.2,,,32.7,35.7,2295.0,Overall,Overall,_BMI5CAT,3.0,3.0
3429681.0,2019.0,AL,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,27.5,,,26.0,29.0,1758.0,Overall,Overall,_BMI5CAT,3.0,3.0
3429707.0,2019.0,AL,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,2.2,,,1.7,2.7,130.0,Overall,Overall,_BMI5CAT,3.0,3.0
3433912.0,2019.0,AK,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,30.5,,,27.7,33.3,839.0,Overall,Overall,_BMI5CAT,4.0,4.0
3433938.0,2019.0,AK,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,36.1,,,33.2,38.9,987.0,Overall,Overall,_BMI5CAT,4.0,4.0
3433964.0,2019.0,AK,BMI Categories,Normal Weight (BMI 18.5-24.9),Crude Prevalence,32.2,,,29.4,35.1,859.0,Overall,Overall,_BMI5CAT,4.0,4.0
3433990.0,2019.0,AK,BMI Categories,Underweight (BMI 12.0-18.4),Crude Prevalence,1.2,,,0.6,1.8,44.0,Overall,Overall,_BMI5CAT,4.0,4.0
3438195.0,2019.0,AZ,BMI Categories,Obese (BMI 30.0 - 99.8),Crude Prevalence,31.4,,,29.7,33.1,2451.0,Overall,Overall,_BMI5CAT,5.0,5.0
3438221.0,2019.0,AZ,BMI Categories,Overweight (BMI 25.0-29.9),Crude Prevalence,34.4,,,32.6,36.1,2940.0,Overall,Overall,_BMI5CAT,5.0,5.0
